time	X
15.0	94.0
16.0	98.0
17.0	102.0
18.0	103.0
19.0	112.0
20.0	121.0
21.0	120.0
22.0	120.0
23.0	117.0
24.0	113.0
25.0	118.0
26.0	117.0
27.0	121.0
28.0	127.0
29.0	122.0
30.0	118.0
31.0	109.0
32.0	100.0
33.0	103.0
34.0	96.0
35.0	86.0
36.0	85.0
37.0	83.0
38.0	82.0
39.0	80.0
40.0	82.0
41.0	77.0
42.0	77.0
43.0	79.0
44.0	82.0
45.0	79.0
46.0	76.0
47.0	76.0
48.0	76.0
49.0	75.0
50.0	69.0
0.0	100.0
1.0	93.0
2.0	86.0
3.0	78.0
4.0	80.0
5.0	84.0
6.0	79.0
7.0	84.0
8.0	78.0
9.0	82.0
10.0	82.0
11.0	84.0
12.0	87.0
13.0	88.0
14.0	91.0
15.0	94.0
16.0	88.0
17.0	84.0
18.0	75.0
19.0	78.0
20.0	78.0
21.0	70.0
22.0	75.0
23.0	73.0
24.0	71.0
25.0	70.0
26.0	68.0
27.0	66.0
28.0	61.0
29.0	64.0
30.0	59.0
31.0	59.0
32.0	58.0
33.0	58.0
34.0	60.0
35.0	59.0
36.0	61.0
37.0	55.0
38.0	52.0
39.0	48.0
40.0	47.0
41.0	45.0
42.0	45.0
43.0	40.0
44.0	39.0
45.0	38.0
46.0	34.0
47.0	36.0
48.0	34.0
49.0	34.0
50.0	34.0
0.0	100.0
1.0	97.0
2.0	95.0
3.0	97.0
4.0	95.0
5.0	101.0
6.0	94.0
7.0	84.0
8.0	84.0
9.0	88.0
10.0	85.0
11.0	87.0
12.0	86.0
13.0	77.0
14.0	84.0
15.0	83.0
16.0	82.0
17.0	86.0
18.0	86.0
19.0	91.0
20.0	94.0
21.0	100.0
22.0	103.0
23.0	101.0
24.0	90.0
25.0	90.0
26.0	88.0
27.0	84.0
28.0	82.0
29.0	89.0
30.0	84.0
31.0	83.0
32.0	86.0
33.0	79.0
34.0	82.0
35.0	77.0
36.0	75.0
37.0	76.0
38.0	77.0
39.0	72.0
40.0	69.0
41.0	71.0
42.0	72.0
43.0	71.0
44.0	82.0
45.0	78.0
46.0	78.0
47.0	77.0
48.0	77.0
49.0	73.0
50.0	64.0
0.0	100.0
1.0	100.0
2.0	97.0
3.0	97.0
4.0	94.0
5.0	96.0
6.0	90.0
7.0	99.0
8.0	100.0
9.0	100.0
10.0	103.0
11.0	102.0
12.0	104.0
13.0	102.0
14.0	105.0
15.0	104.0
16.0	100.0
17.0	105.0
18.0	98.0
19.0	96.0
20.0	96.0
21.0	92.0
22.0	97.0
23.0	90.0
24.0	86.0
25.0	85.0
26.0	78.0
27.0	74.0
28.0	72.0
29.0	70.0
30.0	69.0
31.0	68.0
32.0	69.0
33.0	69.0
34.0	64.0
35.0	64.0
36.0	63.0
37.0	58.0
38.0	62.0
39.0	58.0
40.0	60.0
41.0	60.0
42.0	59.0
43.0	63.0
44.0	58.0
45.0	56.0
46.0	54.0
47.0	57.0
48.0	55.0
49.0	54.0
50.0	53.0
0.0	100.0
1.0	100.0
2.0	99.0
3.0	103.0
4.0	108.0
5.0	116.0
6.0	112.0
7.0	117.0
8.0	112.0
9.0	115.0
10.0	114.0
11.0	112.0
12.0	111.0
13.0	114.0
14.0	112.0
15.0	101.0
16.0	93.0
17.0	85.0
18.0	80.0
19.0	76.0
20.0	75.0
21.0	72.0
22.0	69.0
23.0	72.0
24.0	73.0
25.0	67.0
26.0	64.0
27.0	65.0
28.0	62.0
29.0	65.0
30.0	68.0
31.0	63.0
32.0	63.0
33.0	64.0
34.0	64.0
35.0	63.0
36.0	58.0
37.0	54.0
38.0	53.0
39.0	48.0
40.0	48.0
41.0	50.0
42.0	49.0
43.0	48.0
44.0	45.0
45.0	51.0
46.0	51.0
47.0	52.0
48.0	54.0
49.0	57.0
50.0	57.0
0.0	100.0
1.0	91.0
2.0	85.0
3.0	88.0
4.0	85.0
5.0	79.0
6.0	83.0
7.0	82.0
8.0	81.0
9.0	77.0
10.0	80.0
11.0	79.0
12.0	75.0
13.0	78.0
14.0	74.0
15.0	72.0
16.0	70.0
17.0	71.0
18.0	73.0
19.0	71.0
20.0	65.0
21.0	58.0
22.0	58.0
23.0	55.0
24.0	58.0
25.0	57.0
26.0	55.0
27.0	61.0
28.0	66.0
29.0	65.0
30.0	67.0
31.0	59.0
32.0	53.0
33.0	57.0
34.0	59.0
35.0	60.0
36.0	55.0
37.0	61.0
38.0	56.0
39.0	53.0
40.0	52.0
41.0	44.0
42.0	43.0
43.0	45.0
44.0	50.0
45.0	52.0
46.0	45.0
47.0	45.0
48.0	45.0
49.0	41.0
50.0	41.0
0.0	100.0
1.0	98.0
2.0	97.0
3.0	102.0
4.0	92.0
5.0	95.0
6.0	93.0
7.0	98.0
8.0	101.0
9.0	102.0
10.0	102.0
11.0	106.0
12.0	97.0
13.0	100.0
14.0	97.0
15.0	94.0
16.0	90.0
17.0	85.0
18.0	84.0
19.0	84.0
20.0	82.0
21.0	77.0
22.0	71.0
23.0	74.0
24.0	67.0
25.0	65.0
26.0	68.0
27.0	68.0
28.0	74.0
29.0	70.0
30.0	67.0
31.0	71.0
32.0	69.0
33.0	63.0
34.0	60.0
35.0	63.0
36.0	71.0
37.0	74.0
38.0	70.0
39.0	65.0
40.0	63.0
41.0	58.0
42.0	51.0
43.0	49.0
44.0	52.0
45.0	49.0
46.0	48.0
47.0	49.0
48.0	53.0
49.0	52.0
50.0	52.0
0.0	100.0
1.0	95.0
2.0	89.0
3.0	86.0
4.0	88.0
5.0	84.0
6.0	77.0
7.0	69.0
8.0	64.0
9.0	62.0
10.0	55.0
11.0	54.0
12.0	53.0
13.0	52.0
14.0	53.0
15.0	57.0
16.0	59.0
17.0	62.0
18.0	65.0
19.0	61.0
20.0	54.0
21.0	54.0
22.0	50.0
23.0	52.0
24.0	56.0
25.0	57.0
26.0	61.0
27.0	58.0
28.0	51.0
29.0	46.0
30.0	48.0
31.0	47.0
32.0	45.0
33.0	47.0
34.0	41.0
35.0	45.0
36.0	42.0
37.0	37.0
38.0	39.0
39.0	40.0
40.0	40.0
41.0	40.0
42.0	39.0
43.0	37.0
44.0	37.0
45.0	34.0
46.0	34.0
47.0	38.0
48.0	34.0
49.0	34.0
50.0	35.0
0.0	100.0
1.0	104.0
2.0	108.0
3.0	105.0
4.0	104.0
5.0	109.0
6.0	108.0
7.0	114.0
8.0	118.0
9.0	113.0
10.0	116.0
11.0	113.0
12.0	111.0
13.0	106.0
14.0	110.0
15.0	122.0
16.0	126.0
17.0	126.0
18.0	120.0
19.0	118.0
20.0	114.0
21.0	110.0
22.0	108.0
23.0	99.0
24.0	100.0
25.0	92.0
26.0	101.0
27.0	103.0
28.0	109.0
29.0	104.0
30.0	101.0
31.0	97.0
32.0	93.0
33.0	86.0
34.0	83.0
35.0	76.0
36.0	74.0
37.0	78.0
38.0	84.0
39.0	87.0
40.0	84.0
41.0	79.0
42.0	77.0
43.0	82.0
44.0	80.0
45.0	79.0
46.0	81.0
47.0	85.0
48.0	81.0
49.0	79.0
50.0	77.0
0.0	100.0
1.0	100.0
2.0	106.0
3.0	107.0
4.0	107.0
5.0	112.0
6.0	115.0
7.0	115.0
8.0	118.0
9.0	118.0
10.0	121.0
11.0	123.0
12.0	126.0
13.0	115.0
14.0	117.0
15.0	116.0
16.0	124.0
17.0	129.0
18.0	133.0
19.0	123.0
20.0	114.0
21.0	109.0
22.0	105.0
23.0	106.0
24.0	104.0
25.0	105.0
26.0	102.0
27.0	95.0
28.0	85.0
29.0	86.0
30.0	87.0
31.0	90.0
32.0	86.0
33.0	89.0
34.0	88.0
35.0	88.0
36.0	84.0
37.0	81.0
38.0	80.0
39.0	77.0
40.0	69.0
41.0	61.0
42.0	64.0
43.0	62.0
44.0	58.0
45.0	63.0
46.0	66.0
47.0	64.0
48.0	61.0
49.0	60.0
50.0	56.0
0.0	100.0
1.0	96.0
2.0	95.0
3.0	92.0
4.0	90.0
5.0	90.0
6.0	88.0
7.0	89.0
8.0	88.0
9.0	88.0
10.0	89.0
11.0	92.0
12.0	84.0
13.0	83.0
14.0	79.0
15.0	77.0
16.0	79.0
17.0	77.0
18.0	74.0
19.0	72.0
20.0	67.0
21.0	65.0
22.0	67.0
23.0	63.0
24.0	60.0
25.0	60.0
26.0	58.0
27.0	59.0
28.0	60.0
29.0	57.0
30.0	56.0
31.0	56.0
32.0	57.0
33.0	54.0
34.0	55.0
35.0	62.0
36.0	67.0
37.0	58.0
38.0	57.0
39.0	58.0
40.0	54.0
41.0	53.0
42.0	52.0
43.0	52.0
44.0	55.0
45.0	60.0
46.0	59.0
47.0	59.0
48.0	52.0
49.0	51.0
50.0	47.0
0.0	100.0
1.0	102.0
2.0	104.0
3.0	105.0
4.0	109.0
5.0	107.0
6.0	105.0
7.0	109.0
8.0	103.0
9.0	103.0
10.0	104.0
11.0	99.0
12.0	94.0
13.0	91.0
14.0	95.0
15.0	89.0
16.0	91.0
17.0	87.0
18.0	88.0
19.0	89.0
20.0	87.0
21.0	87.0
22.0	94.0
23.0	96.0
24.0	94.0
25.0	88.0
26.0	85.0
27.0	83.0
28.0	81.0
29.0	83.0
30.0	77.0
31.0	76.0
32.0	81.0
33.0	78.0
34.0	75.0
35.0	80.0
36.0	88.0
37.0	96.0
38.0	97.0
39.0	88.0
40.0	92.0
41.0	94.0
42.0	90.0
43.0	93.0
44.0	91.0
45.0	96.0
46.0	89.0
47.0	81.0
48.0	76.0
49.0	76.0
50.0	77.0
0.0	100.0
1.0	105.0
2.0	99.0
3.0	92.0
4.0	85.0
5.0	88.0
6.0	82.0
7.0	72.0
8.0	71.0
9.0	72.0
10.0	71.0
11.0	73.0
12.0	71.0
13.0	71.0
14.0	73.0
15.0	75.0
16.0	76.0
17.0	81.0
18.0	82.0
19.0	81.0
20.0	80.0
21.0	86.0
22.0	94.0
23.0	87.0
24.0	90.0
25.0	83.0
26.0	85.0
27.0	82.0
28.0	80.0
29.0	75.0
30.0	72.0
31.0	74.0
32.0	69.0
33.0	66.0
34.0	69.0
35.0	70.0
36.0	73.0
37.0	75.0
38.0	73.0
39.0	68.0
40.0	60.0
41.0	63.0
42.0	64.0
43.0	64.0
44.0	55.0
45.0	61.0
46.0	62.0
47.0	64.0
48.0	57.0
49.0	54.0
50.0	52.0
0.0	100.0
1.0	94.0
2.0	102.0
3.0	101.0
4.0	98.0
5.0	94.0
6.0	85.0
7.0	80.0
8.0	81.0
9.0	84.0
10.0	73.0
11.0	74.0
12.0	68.0
13.0	67.0
14.0	65.0
15.0	67.0
16.0	66.0
17.0	67.0
18.0	63.0
19.0	61.0
20.0	54.0
21.0	54.0
22.0	51.0
23.0	50.0
24.0	51.0
25.0	49.0
26.0	52.0
27.0	54.0
28.0	56.0
29.0	57.0
30.0	58.0
31.0	58.0
32.0	59.0
33.0	59.0
34.0	61.0
35.0	59.0
36.0	57.0
37.0	56.0
38.0	53.0
39.0	51.0
40.0	51.0
41.0	50.0
42.0	53.0
43.0	56.0
44.0	58.0
45.0	62.0
46.0	62.0
47.0	62.0
48.0	58.0
49.0	53.0
50.0	63.0
0.0	100.0
1.0	99.0
2.0	105.0
3.0	94.0
4.0	100.0
5.0	102.0
6.0	99.0
7.0	95.0
8.0	91.0
9.0	89.0
10.0	92.0
11.0	84.0
12.0	80.0
13.0	77.0
14.0	77.0
15.0	78.0
16.0	78.0
17.0	86.0
18.0	86.0
19.0	92.0
20.0	89.0
21.0	81.0
22.0	83.0
23.0	69.0
24.0	70.0
25.0	69.0
26.0	65.0
27.0	68.0
28.0	66.0
29.0	62.0
30.0	58.0
31.0	58.0
32.0	62.0
33.0	65.0
34.0	63.0
35.0	60.0
36.0	61.0
37.0	56.0
38.0	56.0
39.0	54.0
40.0	48.0
41.0	46.0
42.0	40.0
43.0	39.0
44.0	36.0
45.0	31.0
46.0	31.0
47.0	27.0
48.0	29.0
49.0	28.0
50.0	25.0
0.0	100.0
1.0	97.0
2.0	100.0
3.0	94.0
4.0	94.0
5.0	92.0
6.0	91.0
7.0	91.0
8.0	95.0
9.0	95.0
10.0	95.0
11.0	88.0
12.0	82.0
13.0	84.0
14.0	80.0
15.0	81.0
16.0	85.0
17.0	80.0
18.0	76.0
19.0	74.0
20.0	72.0
21.0	69.0
22.0	70.0
23.0	69.0
24.0	69.0
25.0	66.0
26.0	65.0
27.0	61.0
28.0	66.0
29.0	64.0
30.0	61.0
31.0	64.0
32.0	59.0
33.0	60.0
34.0	51.0
35.0	46.0
36.0	47.0
37.0	48.0
38.0	44.0
39.0	48.0
40.0	50.0
41.0	47.0
42.0	49.0
43.0	44.0
44.0	43.0
45.0	44.0
46.0	47.0
47.0	41.0
48.0	44.0
49.0	45.0
50.0	43.0
0.0	100.0
1.0	90.0
2.0	86.0
3.0	89.0
4.0	93.0
5.0	84.0
6.0	94.0
7.0	94.0
8.0	96.0
9.0	99.0
10.0	96.0
11.0	90.0
12.0	95.0
13.0	90.0
14.0	98.0
15.0	90.0
16.0	94.0
17.0	85.0
18.0	76.0
19.0	75.0
20.0	76.0
21.0	77.0
22.0	76.0
23.0	75.0
24.0	73.0
25.0	74.0
26.0	75.0
27.0	74.0
28.0	77.0
29.0	78.0
30.0	75.0
31.0	72.0
32.0	68.0
33.0	68.0
34.0	71.0
35.0	68.0
36.0	68.0
37.0	78.0
38.0	78.0
39.0	78.0
40.0	76.0
41.0	76.0
42.0	78.0
43.0	69.0
44.0	62.0
45.0	57.0
46.0	57.0
47.0	57.0
48.0	56.0
49.0	55.0
50.0	56.0
0.0	100.0
1.0	97.0
2.0	96.0
3.0	90.0
4.0	89.0
5.0	86.0
6.0	85.0
7.0	83.0
8.0	90.0
9.0	93.0
10.0	92.0
11.0	90.0
12.0	85.0
13.0	83.0
14.0	81.0
15.0	72.0
16.0	71.0
17.0	68.0
18.0	69.0
19.0	62.0
20.0	64.0
21.0	61.0
22.0	58.0
23.0	60.0
24.0	60.0
25.0	57.0
26.0	61.0
27.0	69.0
28.0	68.0
29.0	66.0
30.0	68.0
31.0	64.0
32.0	65.0
33.0	71.0
34.0	74.0
35.0	72.0
36.0	77.0
37.0	79.0
38.0	78.0
39.0	74.0
40.0	70.0
41.0	71.0
42.0	73.0
43.0	69.0
44.0	66.0
45.0	61.0
46.0	60.0
47.0	55.0
48.0	52.0
49.0	52.0
50.0	52.0
0.0	100.0
1.0	97.0
2.0	103.0
3.0	105.0
4.0	101.0
5.0	98.0
6.0	97.0
7.0	97.0
8.0	93.0
9.0	101.0
10.0	105.0
11.0	99.0
12.0	91.0
13.0	83.0
14.0	81.0
15.0	86.0
16.0	94.0
17.0	91.0
18.0	98.0
19.0	92.0
20.0	88.0
21.0	88.0
22.0	82.0
23.0	82.0
24.0	79.0
25.0	77.0
26.0	77.0
27.0	75.0
28.0	75.0
29.0	69.0
30.0	65.0
31.0	61.0
32.0	59.0
33.0	55.0
34.0	57.0
35.0	60.0
36.0	55.0
37.0	53.0
38.0	53.0
39.0	55.0
40.0	47.0
41.0	45.0
42.0	49.0
43.0	50.0
44.0	53.0
45.0	50.0
46.0	44.0
47.0	44.0
48.0	38.0
49.0	38.0
50.0	34.0
0.0	100.0
1.0	98.0
2.0	97.0
3.0	104.0
4.0	103.0
5.0	101.0
6.0	98.0
7.0	101.0
8.0	100.0
9.0	100.0
10.0	102.0
11.0	97.0
12.0	101.0
13.0	96.0
14.0	97.0
15.0	93.0
16.0	91.0
17.0	88.0
18.0	88.0
19.0	86.0
20.0	85.0
21.0	83.0
22.0	84.0
23.0	83.0
24.0	83.0
25.0	88.0
26.0	85.0
27.0	78.0
28.0	85.0
29.0	88.0
30.0	83.0
31.0	75.0
32.0	79.0
33.0	79.0
34.0	77.0
35.0	71.0
36.0	68.0
37.0	75.0
38.0	77.0
39.0	73.0
40.0	66.0
41.0	63.0
42.0	59.0
43.0	57.0
44.0	55.0
45.0	56.0
46.0	56.0
47.0	51.0
48.0	54.0
49.0	57.0
50.0	61.0
0.0	100.0
1.0	99.0
2.0	97.0
3.0	95.0
4.0	97.0
5.0	94.0
6.0	92.0
7.0	87.0
8.0	85.0
9.0	83.0
10.0	80.0
11.0	77.0
12.0	85.0
13.0	88.0
14.0	83.0
15.0	80.0
16.0	72.0
17.0	80.0
18.0	80.0
19.0	82.0
20.0	81.0
21.0	85.0
22.0	85.0
23.0	88.0
24.0	83.0
25.0	85.0
26.0	84.0
27.0	83.0
28.0	80.0
29.0	78.0
30.0	70.0
31.0	63.0
32.0	68.0
33.0	67.0
34.0	65.0
35.0	68.0
36.0	66.0
37.0	63.0
38.0	68.0
39.0	66.0
40.0	62.0
41.0	62.0
42.0	63.0
43.0	64.0
44.0	59.0
45.0	63.0
46.0	63.0
47.0	55.0
48.0	56.0
49.0	60.0
50.0	58.0
0.0	100.0
1.0	102.0
2.0	99.0
3.0	94.0
4.0	88.0
5.0	91.0
6.0	83.0
7.0	82.0
8.0	84.0
9.0	82.0
10.0	86.0
11.0	80.0
12.0	78.0
13.0	78.0
14.0	82.0
15.0	78.0
16.0	78.0
17.0	77.0
18.0	69.0
19.0	66.0
20.0	61.0
21.0	65.0
22.0	60.0
23.0	59.0
24.0	57.0
25.0	52.0
26.0	55.0
27.0	49.0
28.0	49.0
29.0	48.0
30.0	50.0
31.0	43.0
32.0	41.0
33.0	39.0
34.0	40.0
35.0	40.0
36.0	41.0
37.0	38.0
38.0	36.0
39.0	40.0
40.0	39.0
41.0	40.0
42.0	37.0
43.0	38.0
44.0	38.0
45.0	41.0
46.0	43.0
47.0	43.0
48.0	44.0
49.0	48.0
50.0	48.0
0.0	100.0
1.0	90.0
2.0	91.0
3.0	102.0
4.0	105.0
5.0	110.0
6.0	103.0
7.0	106.0
8.0	107.0
9.0	98.0
10.0	99.0
11.0	98.0
12.0	104.0
13.0	107.0
14.0	98.0
15.0	100.0
16.0	100.0
17.0	104.0
18.0	99.0
19.0	96.0
20.0	100.0
21.0	100.0
22.0	99.0
23.0	97.0
24.0	93.0
25.0	88.0
26.0	88.0
27.0	95.0
28.0	101.0
29.0	104.0
30.0	103.0
31.0	107.0
32.0	111.0
33.0	110.0
34.0	113.0
35.0	110.0
36.0	109.0
37.0	111.0
38.0	104.0
39.0	106.0
40.0	97.0
41.0	98.0
42.0	87.0
43.0	91.0
44.0	87.0
45.0	81.0
46.0	92.0
47.0	96.0
48.0	88.0
49.0	85.0
50.0	87.0
0.0	100.0
1.0	102.0
2.0	99.0
3.0	93.0
4.0	94.0
5.0	93.0
6.0	96.0
7.0	104.0
8.0	105.0
9.0	105.0
10.0	110.0
11.0	112.0
12.0	116.0
13.0	114.0
14.0	115.0
15.0	121.0
16.0	117.0
17.0	117.0
18.0	109.0
19.0	104.0
20.0	103.0
21.0	104.0
22.0	108.0
23.0	108.0
24.0	105.0
25.0	100.0
26.0	88.0
27.0	90.0
28.0	92.0
29.0	84.0
30.0	79.0
31.0	77.0
32.0	79.0
33.0	84.0
34.0	76.0
35.0	73.0
36.0	70.0
37.0	76.0
38.0	73.0
39.0	70.0
40.0	70.0
41.0	64.0
42.0	61.0
43.0	57.0
44.0	58.0
45.0	60.0
46.0	64.0
47.0	64.0
48.0	55.0
49.0	56.0
50.0	59.0
0.0	100.0
1.0	92.0
2.0	101.0
3.0	96.0
4.0	93.0
5.0	89.0
6.0	84.0
7.0	86.0
8.0	82.0
9.0	85.0
10.0	85.0
11.0	93.0
12.0	93.0
13.0	90.0
14.0	87.0
15.0	85.0
16.0	83.0
17.0	81.0
18.0	79.0
19.0	82.0
20.0	77.0
21.0	77.0
22.0	75.0
23.0	74.0
24.0	74.0
25.0	86.0
26.0	85.0
27.0	84.0
28.0	86.0
29.0	85.0
30.0	87.0
31.0	88.0
32.0	85.0
33.0	82.0
34.0	83.0
35.0	74.0
36.0	74.0
37.0	68.0
38.0	73.0
39.0	78.0
40.0	71.0
41.0	71.0
42.0	74.0
43.0	71.0
44.0	72.0
45.0	68.0
46.0	71.0
47.0	73.0
48.0	77.0
49.0	77.0
50.0	81.0
0.0	100.0
1.0	101.0
2.0	103.0
3.0	103.0
4.0	104.0
5.0	105.0
6.0	102.0
7.0	106.0
8.0	104.0
9.0	103.0
10.0	100.0
11.0	99.0
12.0	100.0
13.0	97.0
14.0	93.0
15.0	88.0
16.0	90.0
17.0	99.0
18.0	98.0
19.0	103.0
20.0	111.0
21.0	105.0
22.0	103.0
23.0	97.0
24.0	95.0
25.0	92.0
26.0	90.0
27.0	94.0
28.0	94.0
29.0	95.0
30.0	96.0
31.0	92.0
32.0	86.0
33.0	85.0
34.0	87.0
35.0	89.0
36.0	84.0
37.0	86.0
38.0	86.0
39.0	84.0
40.0	85.0
41.0	85.0
42.0	82.0
43.0	78.0
44.0	75.0
45.0	74.0
46.0	71.0
47.0	76.0
48.0	84.0
49.0	80.0
50.0	77.0
0.0	100.0
1.0	92.0
2.0	101.0
3.0	87.0
4.0	96.0
5.0	89.0
6.0	89.0
7.0	85.0
8.0	82.0
9.0	78.0
10.0	72.0
11.0	74.0
12.0	68.0
13.0	67.0
14.0	67.0
15.0	65.0
16.0	55.0
17.0	54.0
18.0	54.0
19.0	57.0
20.0	60.0
21.0	58.0
22.0	56.0
23.0	53.0
24.0	56.0
25.0	52.0
26.0	57.0
27.0	55.0
28.0	55.0
29.0	55.0
30.0	56.0
31.0	52.0
32.0	54.0
33.0	57.0
34.0	51.0
35.0	54.0
36.0	52.0
37.0	52.0
38.0	51.0
39.0	52.0
40.0	52.0
41.0	54.0
42.0	55.0
43.0	49.0
44.0	52.0
45.0	51.0
46.0	51.0
47.0	51.0
48.0	52.0
49.0	55.0
50.0	58.0
0.0	100.0
1.0	96.0
2.0	93.0
3.0	92.0
4.0	91.0
5.0	90.0
6.0	86.0
7.0	88.0
8.0	89.0
9.0	90.0
10.0	87.0
11.0	84.0
12.0	79.0
13.0	84.0
14.0	80.0
15.0	86.0
16.0	86.0
17.0	85.0
18.0	81.0
19.0	83.0
20.0	86.0
21.0	81.0
22.0	76.0
23.0	74.0
24.0	78.0
25.0	81.0
26.0	72.0
27.0	73.0
28.0	77.0
29.0	80.0
30.0	83.0
31.0	83.0
32.0	81.0
33.0	80.0
34.0	79.0
35.0	74.0
36.0	72.0
37.0	67.0
38.0	62.0
39.0	62.0
40.0	63.0
41.0	60.0
42.0	60.0
43.0	65.0
44.0	67.0
45.0	66.0
46.0	74.0
47.0	68.0
48.0	70.0
49.0	68.0
50.0	63.0
0.0	100.0
1.0	101.0
2.0	104.0
3.0	105.0
4.0	97.0
5.0	89.0
6.0	89.0
7.0	86.0
8.0	84.0
9.0	83.0
10.0	84.0
11.0	91.0
12.0	89.0
13.0	87.0
14.0	87.0
15.0	86.0
16.0	81.0
17.0	86.0
18.0	78.0
19.0	81.0
20.0	87.0
21.0	88.0
22.0	86.0
23.0	80.0
24.0	83.0
25.0	82.0
26.0	91.0
27.0	89.0
28.0	88.0
29.0	82.0
30.0	81.0
31.0	87.0
32.0	86.0
33.0	87.0
34.0	85.0
35.0	81.0
36.0	84.0
37.0	87.0
38.0	86.0
39.0	88.0
40.0	88.0
41.0	84.0
42.0	79.0
43.0	78.0
44.0	72.0
45.0	73.0
46.0	78.0
47.0	77.0
48.0	71.0
49.0	65.0
50.0	65.0
0.0	100.0
1.0	98.0
2.0	96.0
3.0	86.0
4.0	88.0
5.0	84.0
6.0	82.0
7.0	76.0
8.0	78.0
9.0	73.0
10.0	74.0
11.0	68.0
12.0	62.0
13.0	57.0
14.0	59.0
15.0	59.0
16.0	57.0
17.0	55.0
18.0	55.0
19.0	49.0
20.0	50.0
21.0	53.0
22.0	60.0
23.0	68.0
24.0	66.0
25.0	64.0
26.0	57.0
27.0	57.0
28.0	56.0
29.0	57.0
30.0	50.0
31.0	52.0
32.0	51.0
33.0	52.0
34.0	46.0
35.0	49.0
36.0	52.0
37.0	51.0
38.0	54.0
39.0	56.0
40.0	62.0
41.0	62.0
42.0	59.0
43.0	58.0
44.0	57.0
45.0	60.0
46.0	56.0
47.0	57.0
48.0	56.0
49.0	55.0
50.0	49.0
0.0	100.0
1.0	98.0
2.0	100.0
3.0	109.0
4.0	103.0
5.0	100.0
6.0	96.0
7.0	94.0
8.0	82.0
9.0	78.0
10.0	73.0
11.0	73.0
12.0	72.0
13.0	77.0
14.0	73.0
15.0	77.0
16.0	72.0
17.0	67.0
18.0	69.0
19.0	71.0
20.0	73.0
21.0	77.0
22.0	77.0
23.0	82.0
24.0	82.0
25.0	86.0
26.0	88.0
27.0	96.0
28.0	92.0
29.0	90.0
30.0	81.0
31.0	82.0
32.0	92.0
33.0	88.0
34.0	85.0
35.0	87.0
36.0	90.0
37.0	93.0
38.0	89.0
39.0	91.0
40.0	93.0
41.0	93.0
42.0	99.0
43.0	95.0
44.0	99.0
45.0	103.0
46.0	102.0
47.0	103.0
48.0	105.0
49.0	101.0
50.0	99.0
0.0	100.0
1.0	107.0
2.0	106.0
3.0	99.0
4.0	96.0
5.0	94.0
6.0	92.0
7.0	91.0
8.0	88.0
9.0	88.0
10.0	81.0
11.0	76.0
12.0	74.0
13.0	74.0
14.0	76.0
15.0	75.0
16.0	72.0
17.0	65.0
18.0	64.0
19.0	61.0
20.0	62.0
21.0	60.0
22.0	59.0
23.0	50.0
24.0	47.0
25.0	46.0
26.0	44.0
27.0	46.0
28.0	46.0
29.0	53.0
30.0	56.0
31.0	61.0
32.0	65.0
33.0	70.0
34.0	69.0
35.0	73.0
36.0	67.0
37.0	68.0
38.0	67.0
39.0	75.0
40.0	74.0
41.0	68.0
42.0	72.0
43.0	67.0
44.0	73.0
45.0	72.0
46.0	68.0
47.0	70.0
48.0	72.0
49.0	77.0
50.0	83.0
0.0	100.0
1.0	97.0
2.0	83.0
3.0	81.0
4.0	79.0
5.0	81.0
6.0	86.0
7.0	84.0
8.0	83.0
9.0	75.0
10.0	77.0
11.0	74.0
12.0	70.0
13.0	72.0
14.0	70.0
15.0	65.0
16.0	68.0
17.0	75.0
18.0	68.0
19.0	70.0
20.0	68.0
21.0	74.0
22.0	75.0
23.0	76.0
24.0	69.0
25.0	64.0
26.0	62.0
27.0	56.0
28.0	55.0
29.0	53.0
30.0	52.0
31.0	48.0
32.0	51.0
33.0	51.0
34.0	55.0
35.0	57.0
36.0	61.0
37.0	61.0
38.0	58.0
39.0	61.0
40.0	62.0
41.0	60.0
42.0	60.0
43.0	59.0
44.0	52.0
45.0	51.0
46.0	49.0
47.0	46.0
48.0	41.0
49.0	45.0
50.0	52.0
0.0	100.0
1.0	104.0
2.0	112.0
3.0	117.0
4.0	116.0
5.0	107.0
6.0	101.0
7.0	101.0
8.0	104.0
9.0	99.0
10.0	98.0
11.0	90.0
12.0	95.0
13.0	95.0
14.0	96.0
15.0	88.0
16.0	93.0
17.0	99.0
18.0	98.0
19.0	92.0
20.0	83.0
21.0	84.0
22.0	91.0
23.0	89.0
24.0	89.0
25.0	89.0
26.0	88.0
27.0	94.0
28.0	89.0
29.0	87.0
30.0	89.0
31.0	89.0
32.0	92.0
33.0	91.0
34.0	94.0
35.0	97.0
36.0	93.0
37.0	89.0
38.0	91.0
39.0	88.0
40.0	88.0
41.0	82.0
42.0	76.0
43.0	70.0
44.0	63.0
45.0	62.0
46.0	66.0
47.0	66.0
48.0	65.0
49.0	64.0
50.0	68.0
0.0	100.0
1.0	97.0
2.0	99.0
3.0	93.0
4.0	92.0
5.0	91.0
6.0	92.0
7.0	89.0
8.0	86.0
9.0	84.0
10.0	78.0
11.0	82.0
12.0	85.0
13.0	78.0
14.0	79.0
15.0	75.0
16.0	75.0
17.0	78.0
18.0	81.0
19.0	80.0
20.0	81.0
21.0	76.0
22.0	78.0
23.0	77.0
24.0	78.0
25.0	79.0
26.0	79.0
27.0	76.0
28.0	74.0
29.0	71.0
